schemaVersion,sessionId,participantId,experimentMode,protocolId,configHash,trainingCondition,trainingConditions,phase,conditionId,conditionOrder,sequenceId,sequenceIndexInCondition,trialInSequence,trialInCondition,trialInPhase,countedTotal,priorSameConditionFirstClicks,priorAllConditionFirstClicks,plannedTrialId,attemptId,attemptIndex,segmentId,amplitudeMm,widthMm,nominalId,amplitudeCssPx,widthCssPx,layoutDiameterCssPx,calibrationId,geometryRevision,fromTargetIndex,toTargetIndex,fromCenterX,fromCenterY,toCenterX,toCenterY,startClickX,startClickY,startAtMonotonicMs,firstClickX,firstClickY,firstClickAtMonotonicMs,mtFirstMs,firstHit,countedAsTrial,correctionClickCount,completionX,completionY,mtCompletionMs,correctionDurationMs,completionStatus,interruptionReason,interruptedAtIso,startedAtIso,firstClickAtIso,completedAtIso,recoveredAtIso,trajectorySampleCount,targetPaintAtMonotonicMs
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s11,11,7,137,137,137,136,136,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t7,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t7:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,10,3,802.1052631578948,520.8281079122746,1117.8947368421052,520.8281079122746,792,512,118143.19999992847,1123,521,118578.60000002384,435.40000009536743,true,true,0,1123,521,435.40000009536743,0,completed,,,2026-09-26T08:06:24.186Z,2026-09-26T08:06:24.622Z,2026-09-26T08:06:24.622Z,,278,118148.9
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s11,11,8,138,138,138,137,137,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t8,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t8:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,3,9,1117.8947368421052,520.8281079122746,811.2815313391415,596.4014755820298,1123,521,118578.60000002384,808,596,119065.29999995232,486.6999999284744,true,true,0,808,596,486.6999999284744,0,completed,,,2026-09-26T08:06:24.622Z,2026-09-26T08:06:25.108Z,2026-09-26T08:06:25.108Z,,344,118573.2
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s11,11,9,139,139,139,138,138,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t9,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t9:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,9,2,811.2815313391415,596.4014755820298,1090.8992236506815,449.64678967347123,808,596,119065.29999995232,1075,439,119487.79999995232,422.5,false,true,2,1105,451,1138.3999999761581,715.8999999761581,completed,,,2026-09-26T08:06:25.108Z,2026-09-26T08:06:25.531Z,2026-09-26T08:06:26.247Z,,613,119064.1
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s11,11,10,140,140,140,139,139,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t10,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t10:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,2,8,1090.8992236506815,449.64678967347123,854.5274084387548,659.0539449074066,1105,451,120203.69999992847,846,665,120613.10000002384,409.40000009536743,true,true,0,846,665,409.40000009536743,0,completed,,,2026-09-26T08:06:26.247Z,2026-09-26T08:06:26.657Z,2026-09-26T08:06:26.657Z,,332,120203.5
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s11,11,11,141,141,141,140,140,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t11,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t11:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,8,1,854.5274084387548,659.0539449074066,1033.9162758275409,399.1643030462519,846,665,120613.10000002384,1030,404,121106.10000002384,493,true,true,0,1030,404,493,0,completed,,,2026-09-26T08:06:26.657Z,2026-09-26T08:06:27.150Z,2026-09-26T08:06:27.150Z,,363,120609.428
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s11,11,12,142,142,142,141,141,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t12,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t12:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,1,7,1033.9162758275409,399.1643030462519,921.9357851825296,694.4325902100671,1030,404,121106.10000002384,929,674,121570.60000002384,464.5,false,true,1,915,681,840.6999999284744,376.1999999284744,completed,,,2026-09-26T08:06:27.150Z,2026-09-26T08:06:27.614Z,2026-09-26T08:06:27.990Z,,426,121100.4
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s11,11,13,143,143,143,142,142,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t13,6cafcd86-5c31-46a7-83e8-471788f2c459:s11:t13:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,7,0,921.9357851825296,694.4325902100671,960,380.9455773369974,915,681,121946.79999995232,957,383,122388.89999997616,442.10000002384186,true,true,0,957,383,442.10000002384186,0,completed,,,2026-09-26T08:06:27.990Z,2026-09-26T08:06:28.433Z,2026-09-26T08:06:28.433Z,,322,121945.832
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s12,12,1,144,144,144,143,143,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t1,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t1:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,0,6,960,380.9455773369974,998.0642148174704,694.4325902100671,957,383,122388.89999997616,996,700,122975.69999992847,586.7999999523163,true,true,0,996,700,586.7999999523163,0,completed,,,2026-09-26T08:06:28.433Z,2026-09-26T08:06:29.019Z,2026-09-26T08:06:29.019Z,,374,122385.3
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s12,12,2,145,145,145,144,144,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t2,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t2:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,6,12,998.0642148174704,694.4325902100671,886.0837241724593,399.1643030462519,996,700,122975.69999992847,890,410,123441.39999997616,465.7000000476837,true,true,0,890,410,465.7000000476837,0,completed,,,2026-09-26T08:06:29.019Z,2026-09-26T08:06:29.485Z,2026-09-26T08:06:29.485Z,,326,122973.1
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s12,12,3,146,146,146,145,145,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t3,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t3:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,12,5,886.0837241724593,399.1643030462519,1065.4725915612453,659.0539449074066,890,410,123441.39999997616,1065,645,123892.69999992847,451.2999999523163,true,true,0,1065,645,451.2999999523163,0,completed,,,2026-09-26T08:06:29.485Z,2026-09-26T08:06:29.936Z,2026-09-26T08:06:29.936Z,,321,123439.8
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s12,12,4,147,147,147,146,146,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t4,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t4:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,5,11,1065.4725915612453,659.0539449074066,829.1007763493185,449.6467896734714,1065,645,123892.69999992847,815,453,124334.29999995232,441.60000002384186,true,true,0,815,453,441.60000002384186,0,completed,,,2026-09-26T08:06:29.936Z,2026-09-26T08:06:30.378Z,2026-09-26T08:06:30.378Z,,318,123888.3
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s12,12,5,148,148,148,147,147,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t5,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t5:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,11,4,829.1007763493185,449.6467896734714,1108.7184686608584,596.4014755820297,815,453,124334.29999995232,1122,596,124939.10000002384,604.8000000715256,true,true,0,1122,596,604.8000000715256,0,completed,,,2026-09-26T08:06:30.378Z,2026-09-26T08:06:30.983Z,2026-09-26T08:06:30.983Z,,323,124330.7
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s12,12,6,149,149,149,148,148,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t6,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t6:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,4,10,1108.7184686608584,596.4014755820297,802.1052631578948,520.8281079122746,1122,596,124939.10000002384,793,518,125327.79999995232,388.6999999284744,true,true,0,793,518,388.6999999284744,0,completed,,,2026-09-26T08:06:30.983Z,2026-09-26T08:06:31.371Z,2026-09-26T08:06:31.371Z,,285,124936.8
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s12,12,7,150,150,150,149,149,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t7,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t7:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,10,3,802.1052631578948,520.8281079122746,1117.8947368421052,520.8281079122746,793,518,125327.79999995232,1124,505,125778.5,450.7000000476837,true,true,0,1124,505,450.7000000476837,0,completed,,,2026-09-26T08:06:31.371Z,2026-09-26T08:06:31.822Z,2026-09-26T08:06:31.822Z,,217,125327.696
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s12,12,8,151,151,151,150,150,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t8,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t8:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,3,9,1117.8947368421052,520.8281079122746,811.2815313391415,596.4014755820298,1124,505,125778.5,810,591,126206,427.5,true,true,0,810,591,427.5,0,completed,,,2026-09-26T08:06:31.822Z,2026-09-26T08:06:32.250Z,2026-09-26T08:06:32.250Z,,315,125779.192
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s12,12,9,152,152,152,151,151,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t9,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t9:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,9,2,811.2815313391415,596.4014755820298,1090.8992236506815,449.64678967347123,810,591,126206,1093,453,126627.29999995232,421.2999999523163,true,true,0,1093,453,421.2999999523163,0,completed,,,2026-09-26T08:06:32.250Z,2026-09-26T08:06:32.671Z,2026-09-26T08:06:32.671Z,,300,126203.4
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s12,12,10,153,153,153,152,152,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t10,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t10:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,2,8,1090.8992236506815,449.64678967347123,854.5274084387548,659.0539449074066,1093,453,126627.29999995232,858,662,127087,459.7000000476837,true,true,0,858,662,459.7000000476837,0,completed,,,2026-09-26T08:06:32.671Z,2026-09-26T08:06:33.131Z,2026-09-26T08:06:33.131Z,,378,126624.632
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s12,12,11,154,154,154,153,153,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t11,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t11:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,8,1,854.5274084387548,659.0539449074066,1033.9162758275409,399.1643030462519,858,662,127087,1027,396,127619.89999997616,532.8999999761581,true,true,0,1027,396,532.8999999761581,0,completed,,,2026-09-26T08:06:33.131Z,2026-09-26T08:06:33.664Z,2026-09-26T08:06:33.664Z,,365,127082.2
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s12,12,12,155,155,155,154,154,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t12,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t12:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,1,7,1033.9162758275409,399.1643030462519,921.9357851825296,694.4325902100671,1027,396,127619.89999997616,916,686,128077.39999997616,457.5,true,true,0,916,686,457.5,0,completed,,,2026-09-26T08:06:33.664Z,2026-09-26T08:06:34.121Z,2026-09-26T08:06:34.121Z,,331,127621.6
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s12,12,13,156,156,156,155,155,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t13,6cafcd86-5c31-46a7-83e8-471788f2c459:s12:t13:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,7,0,921.9357851825296,694.4325902100671,960,380.9455773369974,916,686,128077.39999997616,961,377,128660,582.6000000238419,true,true,0,961,377,582.6000000238419,0,completed,,,2026-09-26T08:06:34.121Z,2026-09-26T08:06:34.704Z,2026-09-26T08:06:34.704Z,,346,128076.1
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s13,13,1,157,157,157,156,156,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t1,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t1:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,0,6,960,380.9455773369974,998.0642148174704,694.4325902100671,961,377,128660,991,687,129070.79999995232,410.7999999523163,true,true,0,991,687,410.7999999523163,0,completed,,,2026-09-26T08:06:34.704Z,2026-09-26T08:06:35.114Z,2026-09-26T08:06:35.114Z,,307,128658
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s13,13,2,158,158,158,157,157,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t2,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t2:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,6,12,998.0642148174704,694.4325902100671,886.0837241724593,399.1643030462519,991,687,129070.79999995232,881,410,129561.60000002384,490.8000000715256,true,true,0,881,410,490.8000000715256,0,completed,,,2026-09-26T08:06:35.114Z,2026-09-26T08:06:35.605Z,2026-09-26T08:06:35.605Z,,319,129070.1
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s13,13,3,159,159,159,158,158,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t3,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t3:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,12,5,886.0837241724593,399.1643030462519,1065.4725915612453,659.0539449074066,881,410,129561.60000002384,1058,645,130038.89999997616,477.2999999523163,true,true,0,1058,645,477.2999999523163,0,completed,,,2026-09-26T08:06:35.605Z,2026-09-26T08:06:36.083Z,2026-09-26T08:06:36.083Z,,312,129561
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s13,13,4,160,160,160,159,159,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t4,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t4:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,5,11,1065.4725915612453,659.0539449074066,829.1007763493185,449.6467896734714,1058,645,130038.89999997616,820,442,130449.5,410.60000002384186,true,true,0,820,442,410.60000002384186,0,completed,,,2026-09-26T08:06:36.083Z,2026-09-26T08:06:36.493Z,2026-09-26T08:06:36.493Z,,351,130033.7
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s13,13,5,161,161,161,160,160,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t5,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t5:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,11,4,829.1007763493185,449.6467896734714,1108.7184686608584,596.4014755820297,820,442,130449.5,1119,596,130961.19999992847,511.6999999284744,true,true,0,1119,596,511.6999999284744,0,completed,,,2026-09-26T08:06:36.493Z,2026-09-26T08:06:37.005Z,2026-09-26T08:06:37.005Z,,325,130445.8
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s13,13,6,162,162,162,161,161,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t6,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t6:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,4,10,1108.7184686608584,596.4014755820297,802.1052631578948,520.8281079122746,1119,596,130961.19999992847,775,524,131327,365.8000000715256,false,true,1,787,524,600,234.19999992847443,completed,,,2026-09-26T08:06:37.005Z,2026-09-26T08:06:37.371Z,2026-09-26T08:06:37.605Z,,272,130961
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s13,13,7,163,163,163,162,162,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t7,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t7:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,10,3,802.1052631578948,520.8281079122746,1117.8947368421052,520.8281079122746,787,524,131561.19999992847,1107,517,132072.29999995232,511.10000002384186,true,true,0,1107,517,511.10000002384186,0,completed,,,2026-09-26T08:06:37.605Z,2026-09-26T08:06:38.116Z,2026-09-26T08:06:38.116Z,,295,131561
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s13,13,8,164,164,164,163,163,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t8,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t8:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,3,9,1117.8947368421052,520.8281079122746,811.2815313391415,596.4014755820298,1107,517,132072.29999995232,804,589,132517.39999997616,445.10000002384186,true,true,0,804,589,445.10000002384186,0,completed,,,2026-09-26T08:06:38.116Z,2026-09-26T08:06:38.561Z,2026-09-26T08:06:38.561Z,,307,132073.032
1.2.0,6cafcd86-5c31-46a7-83e8-471788f2c459,P002,pilot,pointing-pilot-selected-208-post104-continuous-v4,6f01dd8e6afd67eb78b863696a810bcbdbe09d09487ab1b75dcf1e8e4cb7d335,,"[""C2"",""C3""]",training,C2,1,s13,13,9,165,165,165,164,164,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t9,6cafcd86-5c31-46a7-83e8-471788f2c459:s13:t9:a1,1,6cafcd86-5c31-46a7-83e8-471788f2c459:segment1,90,10,3.321928094887362,315.7894736842105,35.08771929824561,318.1088453260051,5833f780-308c-41c8-947c-f8b38a7cfc05,1,9,2,811.2815313391415,596.4014755820298,1090.8992236506815,449.64678967347123,804,589,132517.39999997616,1095,441,132938.5,421.10000002384186,true,true,0,1095,441,421.10000002384186,0,completed,,,2026-09-26T08:06:38.561Z,2026-09-26T08:06:38.982Z,2026-09-26T08:06:38.982Z,,293,132518.5
